order_date,sales,year,month,day,dayofweek,quarter,is_weekend,sales_lag_1,sales_lag_7,sales_lag_30,rolling_mean_7,rolling_mean_30
2015-06-27,616.14,2015,6,27,5,2,1,792.76,139.8,180.93,1279.7455142857143,1280.6300533333333
2015-06-28,1645.791,2015,6,28,6,2,1,616.14,1828.9496,323.758,1347.7940857142858,1295.1370533333331
2015-06-29,46.68,2015,6,29,0,2,0,1645.791,4107.443,116.28,1321.6285714285716,1339.20482
2015-06-30,739.6239999999999,2015,6,30,1,2,0,46.68,1975.498,119.53999999999999,741.5195714285716,1336.88482
2015-07-01,601.024,2015,7,1,2,3,0,739.6239999999999,109.49600000000001,1325.7179999999998,564.9661428571429,1357.5542866666665
2015-07-02,79.56,2015,7,2,3,3,0,601.024,4.272,2157.394,635.1844285714286,1333.3978199999997
2015-07-04,247.40800000000002,2015,7,4,5,3,1,79.56,792.76,221.96800000000002,645.9398571428572,1264.1366866666665
2015-07-05,1444.104,2015,7,5,6,3,1,247.40800000000002,616.14,1924.913,568.0324285714286,1264.9846866666664
2015-07-06,1038.472,2015,7,6,0,3,0,1444.104,1645.791,773.7,686.3130000000001,1248.9577199999999
2015-07-07,241.19400000000002,2015,7,7,1,3,0,1038.472,46.68,5188.5199999999995,599.553142857143,1257.7834533333332
2015-07-08,763.0740000000001,2015,7,8,2,3,0,241.19400000000002,739.6239999999999,738.598,627.3408571428572,1092.8725866666668
2015-07-09,265.521,2015,7,9,3,3,0,763.0740000000001,601.024,531.16,630.6908571428573,1093.6884533333332
2015-07-11,2022.356,2015,7,11,5,3,1,265.521,79.56,456.272,582.7618571428573,1084.83382
2015-07-12,1960.012,2015,7,12,6,3,1,2022.356,247.40800000000002,1374.001,860.304142857143,1137.0366199999999
2015-07-13,351.216,2015,7,13,0,3,0,1960.012,1444.104,281.397,1104.961857142857,1156.5703199999998
2015-07-14,292.594,2015,7,14,1,3,0,351.216,1038.472,2501.264,948.8350000000002,1158.89762
2015-07-15,9.51,2015,7,15,2,3,0,292.594,241.19400000000002,5463.008,842.2810000000002,1085.2752866666665
2015-07-18,273.04,2015,7,18,5,3,1,9.51,763.0740000000001,491.55,809.183285714286,903.49202
2015-07-19,461.326,2015,7,19,6,3,1,273.04,265.521,14.52,739.1784285714286,896.2083533333334
2015-07-20,2285.786,2015,7,20,0,3,0,461.326,2022.356,212.94,767.1505714285715,911.1018866666667
2015-07-21,1961.482,2015,7,21,1,3,0,2285.786,1960.012,942.9739999999999,804.7834285714287,980.1967533333333
2015-07-22,1348.344,2015,7,22,2,3,0,1961.482,351.216,763.792,804.9934285714288,1014.14702
2015-07-23,2613.184,2015,7,23,3,3,0,1348.344,292.594,3356.4860000000003,947.4402857142858,1033.6320866666667
2015-07-25,8341.289999999999,2015,7,25,5,3,1,2613.184,9.51,139.8,1278.953142857143,1008.8553533333333
2015-07-26,5039.994,2015,7,26,6,3,1,8341.289999999999,273.04,1828.9496,2469.2074285714284,1282.2383533333332
2015-07-27,580.06,2015,7,27,0,3,0,5039.994,461.326,4107.443,3150.200857142857,1389.2731666666666
2015-07-28,193.152,2015,7,28,1,3,0,580.06,2285.786,1975.498,3167.162857142857,1271.6937333333333
2015-07-30,1367.84,2015,7,30,3,3,0,193.152,1961.482,109.49600000000001,2868.215142857143,1212.2822
2015-08-01,228.328,2015,8,1,5,3,1,1367.84,1348.344,4.272,2783.4091428571433,1254.2269999999999
2015-08-02,886.2800000000001,2015,8,2,6,3,1,228.328,2613.184,792.76,2623.406857142857,1261.695533333333
2015-08-03,477.994,2015,8,3,0,3,0,886.2800000000001,8341.289999999999,616.14,2376.7062857142855,1264.8128666666667
2015-08-04,2743.154,2015,8,4,1,3,0,477.994,5039.994,1645.791,1253.3782857142855,1260.2079999999999
2015-08-05,2408.724,2015,8,5,2,3,0,2743.154,580.06,46.68,925.2582857142858,1296.7867666666666
2015-08-06,262.89,2015,8,6,3,3,0,2408.724,193.152,739.6239999999999,1186.4959999999999,1375.5215666666666
2015-08-08,3955.6290000000004,2015,8,8,5,3,1,262.89,1367.84,601.024,1196.4585714285715,1359.6304333333333
2015-08-09,3605.6850000000004,2015,8,9,6,3,1,3955.6290000000004,228.328,79.56,1566.1427142857142,1471.4506000000001
2015-08-11,451.62,2015,8,11,1,3,0,3605.6850000000004,886.2800000000001,247.40800000000002,2048.622285714286,1588.9880999999998
2015-08-12,1545.73,2015,8,12,2,3,0,451.62,477.994,1444.104,1986.5280000000002,1595.7951666666668
2015-08-15,337.5,2015,8,15,5,3,1,1545.73,2743.154,1038.472,2139.0617142857145,1599.1827
2015-08-16,853.092,2015,8,16,6,3,1,337.5,2408.724,241.19400000000002,1795.3968571428575,1575.8169666666665
2015-08-17,500.34200000000004,2015,8,17,0,3,0,853.092,262.89,763.0740000000001,1573.1637142857141,1596.2135666666666
2015-08-19,1439.106,2015,8,19,2,3,0,500.34200000000004,3955.6290000000004,265.521,1607.0854285714286,1587.4558333333332
2015-08-20,1838.7220000000002,2015,8,20,3,3,0,1439.106,3605.6850000000004,2022.356,1247.582142857143,1626.5753333333332
2015-08-22,23.104,2015,8,22,5,3,1,1838.7220000000002,451.62,1960.012,995.1588571428572,1620.4542
2015-08-23,565.2239999999999,2015,8,23,6,3,1,23.104,1545.73,351.216,933.9422857142857,1555.8906
2015-08-24,59.74,2015,8,24,0,3,0,565.2239999999999,337.5,292.594,793.87,1563.0242
2015-08-25,1451.6499999999999,2015,8,25,1,3,0,59.74,853.092,9.51,754.1899999999999,1555.2623999999998
2015-08-26,366.81,2015,8,26,2,3,0,1451.6499999999999,500.34200000000004,273.04,839.6982857142857,1603.3337333333334
2015-08-27,2070.13,2015,8,27,3,3,0,366.81,1439.106,461.326,820.6222857142858,1606.4594
2015-08-29,832.3225,2015,8,29,5,3,1,2070.13,1838.7220000000002,2285.786,910.7685714285714,1660.0862000000002
2015-08-30,121.24,2015,8,30,6,3,1,832.3225,23.104,1961.482,766.9972142857142,1611.6374166666667
2015-08-31,92.52,2015,8,31,0,3,0,121.24,565.2239999999999,1348.344,781.0166428571428,1550.2960166666667
2015-09-01,469.43600000000004,2015,9,1,1,3,0,92.52,59.74,2613.184,713.4875000000001,1508.4352166666665
2015-09-02,3254.15,2015,9,2,2,3,0,469.43600000000004,1451.6499999999999,8341.289999999999,772.0154999999999,1436.97695
2015-09-03,22.08,2015,9,3,3,3,0,3254.15,366.81,5039.994,1029.5155,1267.405616666667
2015-09-05,296.304,2015,9,5,5,3,1,22.08,2070.13,580.06,980.2683571428571,1100.1418166666665
2015-09-06,100.36,2015,9,6,6,3,1,296.304,832.3225,193.152,726.8646428571428,1090.6832833333333
2015-09-07,3523.875,2015,9,7,0,3,0,100.36,121.24,1367.84,622.2985714285714,1087.5902166666667
2015-09-08,14228.428,2015,9,8,1,3,0,3523.875,92.52,228.328,1108.3892857142857,1159.4580500000002
2015-09-09,4043.5879999999997,2015,9,9,2,3,0,14228.428,469.43600000000004,886.2800000000001,3127.8047142857145,1626.12805
2015-09-10,1855.228,2015,9,10,3,3,0,4043.5879999999997,3254.15,477.994,3638.3978571428565,1731.37165
2015-09-11,127.95,2015,9,11,4,3,0,1855.228,22.08,2743.154,3438.5518571428574,1777.2794500000002
2015-09-12,4904.66,2015,9,12,5,3,1,127.95,296.304,2408.724,3453.676142857143,1690.1059833333334
2015-09-13,1275.408,2015,9,13,6,3,1,4904.66,100.36,262.89,4112.0127142857145,1773.30385
2015-09-14,5023.716,2015,9,14,0,3,0,1275.408,3523.875,3955.6290000000004,4279.876714285714,1807.0544499999999
2015-09-15,133.436,2015,9,15,1,3,0,5023.716,14228.428,3605.6850000000004,4494.139714285714,1842.65735
2015-09-16,33.552,2015,9,16,2,3,0,133.436,4043.5879999999997,451.62,2480.569428571428,1726.9157166666666
2015-09-17,820.523,2015,9,17,3,3,0,33.552,1855.228,1545.73,1907.7071428571428,1712.9801166666666
2015-09-19,9338.637,2015,9,19,5,3,1,820.523,127.95,337.5,1759.8921428571427,1688.80655
2015-09-20,5335.968,2015,9,20,6,3,1,9338.637,4904.66,853.092,3075.7045714285714,1988.84445
2015-09-21,2679.652,2015,9,21,0,3,0,5335.968,1275.408,500.34200000000004,3137.32,2138.27365
2015-09-22,1240.266,2015,9,22,1,3,0,2679.652,5023.716,1439.106,3337.9262857142858,2210.9173166666665
2015-09-23,10662.337000000001,2015,9,23,2,3,0,1240.266,133.436,1838.7220000000002,2797.4334285714285,2204.2893166666668
2015-09-24,211.96,2015,9,24,3,3,0,10662.337000000001,33.552,23.104,4301.562142857143,2498.4098166666668
2015-09-25,354.8888,2015,9,25,4,3,0,211.96,820.523,565.2239999999999,4327.049,2504.7050166666663
2015-09-26,1326.79,2015,9,26,5,3,1,354.8888,9338.637,59.74,4260.529828571429,2497.6938433333335
2015-09-27,773.4399999999999,2015,9,27,6,3,1,1326.79,5335.968,1451.6499999999999,3115.9802571428577,2539.9288433333336
2015-09-28,490.29200000000003,2015,9,28,0,3,0,773.4399999999999,2679.652,366.81,2464.190542857143,2517.3218433333336
2015-09-29,8109.070000000001,2015,9,29,1,3,0,490.29200000000003,1240.266,2070.13,2151.424828571429,2521.43791
2015-09-30,987.532,2015,9,30,2,3,0,8109.070000000001,10662.337000000001,832.3225,3132.6825428571433,2722.7359100000003
2015-10-01,4.71,2015,10,1,3,4,0,987.532,211.96,121.24,1750.5675428571428,2727.90956
2015-10-02,598.144,2015,10,2,4,4,0,4.71,354.8888,92.52,1720.9604000000002,2724.0252266666666
2015-10-03,862.683,2015,10,3,5,4,1,598.144,1326.79,469.43600000000004,1755.711142857143,2740.87936
2015-10-04,728.7479999999999,2015,10,4,6,4,1,862.683,773.4399999999999,3254.15,1689.4101428571428,2753.9875933333333
2015-10-05,191.9,2015,10,5,0,4,0,728.7479999999999,490.29200000000003,22.08,1683.0255714285715,2669.8075266666665
2015-10-06,494.71,2015,10,6,1,4,0,191.9,8109.070000000001,296.304,1640.3981428571428,2675.4681933333336
2015-10-07,237.35999999999999,2015,10,7,2,4,0,494.71,987.532,100.36,552.6324285714286,2682.0817266666663
2015-10-08,147.392,2015,10,8,3,4,0,237.35999999999999,4.71,3523.875,445.465,2686.6483933333334
2015-10-09,249.36,2015,10,9,4,4,0,147.392,598.144,14228.428,465.8481428571428,2574.0989600000003
2015-10-10,2049.386,2015,10,10,5,4,1,249.36,862.683,4043.5879999999997,416.0218571428572,2108.1300266666667
2015-10-11,1381.164,2015,10,11,6,4,1,2049.386,728.7479999999999,1855.228,585.5508571428571,2041.6566266666669
2015-10-12,58.53,2015,10,12,0,4,0,1381.164,191.9,127.95,678.7531428571428,2025.8544933333333
2015-10-13,2212.182,2015,10,13,1,4,0,58.53,494.71,4904.66,659.7002857142859,2023.5404933333334
2015-10-14,4525.484,2015,10,14,2,4,0,2212.182,237.35999999999999,1275.408,905.0534285714285,1933.7912266666667
2015-10-15,206.72400000000002,2015,10,15,3,4,0,4525.484,147.392,5023.716,1517.6425714285713,2042.1270933333335
2015-10-16,194.322,2015,10,16,4,4,0,206.72400000000002,249.36,133.436,1526.1185714285714,1881.5606933333333
2015-10-17,136.068,2015,10,17,5,4,1,194.322,2049.386,33.552,1518.2559999999999,1883.5902266666667
2015-10-18,3134.916,2015,10,18,6,4,1,136.068,1381.164,820.523,1244.9248571428568,1887.0074266666668
2015-10-19,641.104,2015,10,19,0,4,0,3134.916,58.53,9338.637,1495.4608571428573,1964.1538600000001
2015-10-20,1501.104,2015,10,20,1,4,0,641.104,2212.182,5335.968,1578.685714285714,1674.2360933333334
2015-10-21,1356.602,2015,10,21,2,4,0,1501.104,4525.484,2679.652,1477.103142857143,1546.4072933333334
2015-10-22,223.808,2015,10,22,3,4,0,1356.602,206.72400000000002,1240.266,1024.4057142857143,1502.3056266666667
2015-10-24,56.489999999999995,2015,10,24,5,4,1,223.808,194.322,10662.337000000001,1026.8462857142856,1468.4236933333336
2015-10-25,103.882,2015,10,25,6,4,1,56.489999999999995,136.068,211.96,1007.156,1114.89546
2015-10-26,447.88,2015,10,26,0,4,0,103.882,3134.916,354.8888,1002.558,1111.29286
2015-10-27,22.32,2015,10,27,1,4,0,447.88,641.104,1326.79,618.6957142857143,1114.3925666666667
2015-10-28,1510.582,2015,10,28,2,4,0,22.32,1501.104,773.4399999999999,530.298,1070.9102333333333
2015-10-29,2813.8120000000004,2015,10,29,3,4,0,1510.582,1356.602,490.29200000000003,531.652,1095.4816333333333
2015-10-31,5362.026,2015,10,31,5,4,1,2813.8120000000004,223.808,8109.070000000001,739.8248571428574,1172.9323000000002
2015-11-01,4637.816000000001,2015,11,1,6,4,1,5362.026,56.489999999999995,987.532,1473.8560000000002,1081.3641666666667
2015-11-02,2126.37,2015,11,2,0,4,0,4637.816000000001,103.882,4.71,2128.3311428571433,1203.0403000000001
2015-11-03,2784.163,2015,11,3,1,4,0,2126.37,447.88,598.144,2417.2580000000007,1273.7622999999999
2015-11-04,6693.748,2015,11,4,2,4,0,2784.163,22.32,862.683,2751.012714285714,1346.6296
2015-11-05,1694.564,2015,11,5,3,4,0,6693.748,1510.582,728.7479999999999,3704.073857142857,1540.9984333333334
2015-11-07,1302.454,2015,11,7,5,4,1,1694.564,2813.8120000000004,191.9,3730.357,1573.1923
2015-11-08,333.576,2015,11,8,6,4,1,1302.454,5362.026,494.71,3514.4487142857147,1610.2107666666668
2015-11-09,1574.094,2015,11,9,0,4,0,333.576,4637.816000000001,237.35999999999999,2796.098714285715,1604.8396333333335
2015-11-10,2002.556,2015,11,10,1,4,0,1574.094,2126.37,147.392,2358.424142857143,1649.3974333333333
2015-11-11,7836.978,2015,11,11,2,4,0,2002.556,2784.163,249.36,2340.736428571429,1711.2362333333333
2015-11-12,901.6492,2015,11,12,3,4,0,7836.978,6693.748,2049.386,3062.567142857143,1964.1568333333335
2015-11-14,1034.73,2015,11,14,5,4,1,901.6492,1694.564,1381.164,2235.1244571428574,1925.89894
2015-11-15,1780.8220000000001,2015,11,15,6,4,1,1034.73,1302.454,58.53,2140.8624571428572,1914.35114
2015-11-16,1355.9285,2015,11,16,0,4,0,1780.8220000000001,333.576,2212.182,2209.200742857143,1971.7608733333334
2015-11-17,11544.274,2015,11,17,1,4,0,1355.9285,1574.094,4525.484,2355.2511000000004,1943.2190899999998
2015-11-18,3406.855,2015,11,18,2,4,0,11544.274,2002.556,206.72400000000002,3779.562528571429,2177.1787566666667
2015-11-19,7226.086,2015,11,19,3,4,0,3406.855,7836.978,194.322,3980.176671428572,2283.84979
2015-11-20,907.5600000000001,2015,11,20,4,4,0,7226.086,901.6492,136.068,3892.906385714286,2518.2419233333335
2015-11-21,1249.622,2015,11,21,5,4,1,907.5600000000001,1034.73,3134.916,3893.750785714286,2543.9583233333333
2015-11-22,1103.298,2015,11,22,6,4,1,1249.622,1780.8220000000001,641.104,3924.4496428571433,2481.11519
2015-11-23,1363.28,2015,11,23,0,4,0,1103.298,1355.9285,1501.104,3827.6605000000004,2496.5216566666663
2015-11-24,5572.8640000000005,2015,11,24,1,4,0,1363.28,11544.274,1356.602,3828.710714285714,2491.9275233333333
2015-11-25,4415.695,2015,11,25,2,4,0,5572.8640000000005,3406.855,223.808,2975.652142857143,2632.46959
2015-11-26,1705.99,2015,11,26,3,4,0,4415.695,7226.086,56.489999999999995,3119.772142857143,2772.199156666667
2015-11-27,203.66,2015,11,27,4,4,0,1705.99,907.5600000000001,103.882,2331.1870000000004,2827.1824899999997
2015-11-28,2280.83,2015,11,28,5,4,1,203.66,1249.622,447.88,2230.6298571428574,2830.508423333333
